Name,Review,Genre,Tags,Developer,Publisher,Price,release_date,Total Number Of Reviews
Total War: WARHAMMER II,Very Positive,"['Action, Strategy']","['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Remote Play on Tablet']",CREATIVE ASSEMBLY,SEGA,49.99,2017-09-28,82487
Sunkenland,Very Positive,"['Action, Indie, Early Access']","['Single-player', 'Online Co-op']",Vector3 Studio,Vector3 Studio,19.99,2023-08-26,13957
Kenshi,Overwhelmingly Positive,"['Action, Indie, RPG, Simulation, Strategy']","['Single-player', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']",Lo-Fi Games,Lo-Fi Games,14.99,2018-12-06,67078
F1® 23,Very Positive,"['Racing, Sports']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'VR Supported', 'Steam Workshop', 'Steam Cloud', 'Remote Play Together', 'HDR available']",Codemasters,Electronic Arts,69.99,2023-06-16,11309
Fishing Planet,Very Positive,"['Massively Multiplayer, Simulation, Sports, Free to Play']","['Single-player', 'MMO', 'Online PvP', 'Online Co-op', 'Remote Play on TV']",Fishing Planet LLC,Fishing Planet LLC,0.0,2015-08-11,51556
State of Decay 2: Juggernaut Edition,Very Positive,"['Action, RPG, Simulation']","['Single-player', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",Undead Labs,Xbox Game Studios,14.99,2020-03-13,42669
Among Us,Very Positive,['Casual'],"['Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Remote Play on Phone', 'Remote Play on Tablet']",Innersloth,Innersloth,2.49,2018-11-16,596883
METAL GEAR SOLID V: THE PHANTOM PAIN,Very Positive,"['Action, Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",KONAMI,KONAMI,10.49,2015-09-01,59235
Gears 5,Mostly Positive,"['Action, Adventure']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Steam Cloud', 'Includes level editor']",The Coalition,Xbox Game Studios,9.99,2019-09-10,17517
Master of Magic,Mostly Positive,"['Indie, RPG, Strategy']","['Single-player', 'Steam Cloud']",MuHa Games,Slitherine Ltd.,9.49,2022-12-13,717
LEGO® Pirates of the Caribbean: The Video Game,Very Positive,"['Action, Adventure']","['Single-player', 'Shared/Split Screen Co-op', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Traveller's Tales,Disney,2.62,2011-05-24,2469
Wizard101,Very Positive,"['Adventure, Casual, Massively Multiplayer, RPG, Strategy, Free to Play']","['MMO', 'Online PvP', 'Online Co-op', 'In-App Purchases']",KingsIsle Entertainment,KingsIsle Entertainment,0.0,2008-09-02,6549
Café Stella and the Reaper's Butterflies,Overwhelmingly Positive,"['Adventure, Casual']","['Single-player', 'Steam Achievements', 'Steam Cloud']",YUZUSOFT,NekoNyan Ltd.,25.19,2022-03-25,2491
Victoria 3,Mixed,"['Simulation, Strategy']","['Single-player', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']",Paradox Development Studio,Paradox Interactive,29.99,2022-10-25,26845
FINAL FANTASY VII,Very Positive,['RPG'],"['Single-player', 'Steam Achievements', 'Remote Play on Phone', 'Remote Play on Tablet']",Square Enix,Square Enix,3.79,2013-07-04,21385
Geometry Dash,Very Positive,"['Action, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet']",RobTop Games,RobTop Games,3.99,2014-12-22,301117
MX Bikes,Very Positive,"['Racing, Simulation, Sports, Early Access']","['Single-player', 'Online PvP', 'LAN PvP']",PiBoSo,PiBoSo,17.99,2019-10-07,16647
FINAL FANTASY® XIII,Mostly Positive,['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']",Square Enix,Square Enix,5.19,2014-10-09,13025
Farthest Frontier,Very Positive,"['Indie, Simulation, Strategy, Early Access']",['Single-player'],Crate Entertainment,Crate Entertainment,14.99,2022-08-09,15210
Tom Clancy’s The Division® 2,Mostly Positive,"['Action, Adventure, RPG']","['Single-player', 'Online PvP', 'Online Co-op', 'In-App Purchases']",Ubisoft,Ubisoft,23.99,2023-01-12,12677
Fallout 3: Game of the Year Edition,Mostly Positive,['RPG'],['Single-player'],Bethesda Game Studios,Bethesda Softworks,3.95,2009-10-13,33620
Summer Memories,Very Positive,"['Adventure, RPG']","['Single-player', 'Steam Trading Cards', 'Steam Cloud']",Dojin Otome,Kagura Games,2.0,2020-06-15,13663
Dragonheir: Silent Gods,Mixed,"['Adventure, Massively Multiplayer, RPG, Strategy, Free to Play']","['MMO', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']",SGRA Studio,Nuverse Pte. Ltd.,0.0,2023-10-27,1884
Diplomacy is Not an Option,Very Positive,"['Strategy, Early Access']","['Single-player', 'Steam Trading Cards', 'Steam Cloud']",Door 407,Door 407,9.99,2022-02-09,4620
Timberborn,Overwhelmingly Positive,"['Indie, Simulation, Strategy, Early Access']","['Single-player', 'Steam Cloud', 'Includes level editor']",Mechanistry,Mechanistry,12.49,2021-09-15,21376
My Summer Car,Very Positive,"['Indie, Racing, Simulation, Early Access']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Amistech Games,Amistech Games,7.99,2016-10-24,60201
Worms W.M.D,Very Positive,"['Action, Strategy']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Team17,Team17,2.24,2016-08-23,7210
STAR WARS™ Republic Commando™,Overwhelmingly Positive,['Action'],"['Single-player', 'Shared/Split Screen PvP', 'Steam Cloud', 'Remote Play Together']",LucasArts,LucasArts,2.02,2005-03-01,12552
The Case of the Golden Idol,Overwhelmingly Positive,"['Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Color Gray Games,Playstack,6.03,2022-10-13,5041
"STAR WARS™ Battlefront (Classic, 2004)",Overwhelmingly Positive,['Action'],"['Single-player', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Cloud']",Pandemic Studios,Lucasfilm,2.02,2004-09-21,3487
LEGO® Indiana Jones™: The Original Adventures,Very Positive,"['Action, Adventure']","['Single-player', 'Shared/Split Screen Co-op', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together']",Traveller's Tales,LucasArts,2.62,2008-06-03,2160
Demonologist,Very Positive,"['Action, Adventure, Indie']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']",Clock Wizard Games,Clock Wizard Games,7.99,2023-09-25,13133
Inscryption,Overwhelmingly Positive,"['Adventure, Indie, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Daniel Mullins Games,Devolver Digital,10.49,2021-10-19,98029
Frostpunk,Very Positive,"['Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']",11 bit studios,11 bit studios,14.99,2018-04-24,83080
Wartales,Very Positive,"['Adventure, Indie, RPG, Strategy']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']",Shiro Games,Shiro Unlimited,17.99,2023-04-12,21055
Slay the Princess,Overwhelmingly Positive,"['Adventure, Indie, RPG, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Black Tabby Games,Black Tabby Games,9.29,2023-10-23,7268
Total War: ROME II - Emperor Edition,Very Positive,['Strategy'],"['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Trading Cards', 'Steam Cloud']",CREATIVE ASSEMBLY,SEGA,26.99,2013-09-02,46066
Dinkum,Very Positive,"['Indie, RPG, Simulation, Early Access']","['Single-player', 'Online Co-op']",James Bendon,James Bendon,15.99,2022-07-14,16874
Super Auto Pets,Very Positive,"['Free to Play, Strategy']","['Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases']",Team Wood Games,Team Wood Games,0.0,2021-09-24,30181
Total War: WARHAMMER,Mostly Positive,"['Action, Strategy']","['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",CREATIVE ASSEMBLY,SEGA,49.99,2016-05-24,30882
Borderlands 2,Overwhelmingly Positive,"['Action, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",Gearbox Software,2K,19.99,2012-09-21,186727
Plants vs. Zombies GOTY Edition,Overwhelmingly Positive,['Strategy'],"['Single-player', 'Steam Achievements', 'Remote Play on Phone', 'Remote Play on Tablet']","PopCap Games, Inc.","PopCap Games, Inc.",4.99,2009-05-05,110481
Bopl Battle,Overwhelmingly Positive,['Action'],"['Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Remote Play Together']",Johan Grönvall,Zapray Games,5.79,2023-11-16,3669
Assassin's Creed Valhalla,Mostly Positive,"['Action, Adventure, RPG']","['Single-player', 'Captions available', 'In-App Purchases']",Ubisoft Montreal,Ubisoft,47.99,2022-12-06,17172
GTFO,Very Positive,['Action'],"['Online Co-op', 'Steam Achievements', 'Steam Trading Cards']",10 Chambers,10 Chambers,14.99,2021-12-10,37583
Outlast,Overwhelmingly Positive,"['Action, Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on TV']",Red Barrels,Red Barrels,10.49,2013-09-04,80643
Tom Clancy's Ghost Recon® Breakpoint,Mostly Positive,"['Action, Adventure']","['Single-player', 'Online Co-op']",Ubisoft Paris,Ubisoft,47.99,2023-01-23,14231
Dyson Sphere Program,Overwhelmingly Positive,"['Indie, Simulation, Strategy, Early Access']","['Single-player', 'Steam Achievements']",Youthcat Studio,Gamera Games,19.99,2021-01-21,69860
Green Hell,Very Positive,"['Action, Adventure, Indie, Simulation']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet']",Creepy Jar,Creepy Jar,6.68,2019-09-05,47552
Six Days in Fallujah,Very Positive,"['Action, Early Access']","['Single-player', 'Online Co-op', 'Steam Achievements']",Highwire Games,Victura,11.99,2023-06-22,7923
Death Must Die,Very Positive,"['Action, Casual, Indie, RPG, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Realm Archive,Realm Archive,3.99,2023-11-14,11245
Outlast 2,Very Positive,"['Action, Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']",Red Barrels,Red Barrels,14.99,2017-04-25,40049
Craft The World,Very Positive,"['Indie, RPG, Simulation, Strategy']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",Dekovir Entertainment,Black Maple Games,1.97,2014-11-24,12883
Sniper Elite 5,Very Positive,"['Action, Adventure']","['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",Rebellion,Rebellion,49.99,2022-05-26,12783
Dungeon Alchemist,Very Positive,"['RPG, Early Access']","['Single-player', 'Steam Workshop', 'Includes level editor', 'Remote Play Together']",Briganti,Briganti,44.99,2022-03-31,1359
Dishonored 2,Very Positive,['Action'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV']",Arkane Studios,Bethesda Softworks,3.59,2016-11-11,35958
Mind Over Magic,Very Positive,"['Simulation, Early Access']",['Single-player'],Sparkypants,Klei Publishing,12.49,2023-12-14,1024
Pioneers of Pagonia,Very Positive,"['Simulation, Strategy, Early Access']","['Single-player', 'Steam Cloud']",Envision Entertainment,Envision Entertainment,14.99,2023-12-13,2257
Inside the Backrooms,Very Positive,"['Adventure, Indie, Early Access']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Tracked Controller Support', 'VR Supported', 'Steam Workshop']",MrFatcat,MrFatcat,6.99,2022-06-20,33701
Undertale,Overwhelmingly Positive,"['Indie, RPG']","['Single-player', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet']",tobyfox,tobyfox,9.99,2015-09-15,193370
IdleOn - The Idle MMO,Mostly Positive,"['Casual, Indie, Massively Multiplayer, RPG, Simulation, Free to Play, Early Access']","['Single-player', 'MMO', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']",Lavaflame2,Lavaflame2,0.0,2021-04-02,15488
Lords Mobile,Mixed,"['Massively Multiplayer, RPG, Strategy, Free to Play']","['MMO', 'Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet']",IGG SINGAPORE PTE. LTD.,IGG SINGAPORE PTE. LTD.,0.0,2019-06-03,5211
Disney Infinity 2.0: Gold Edition,Very Positive,"['Action, Adventure']","['Single-player', 'Steam Cloud']",Avalanche Software,Disney,3.74,2016-12-10,282
My Time at Sandrock,Very Positive,"['Adventure, Casual, Indie, RPG, Simulation']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']",Pathea Games,Pathea Games,27.99,2023-11-02,18788
Forza Horizon 4,Very Positive,['Racing'],"['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Playground Games,Xbox Game Studios,19.99,2021-03-09,193320
GROUND BRANCH,Very Positive,"['Action, Indie, Simulation, Early Access']","['Single-player', 'Online PvP', 'Online Co-op']",BlackFoot Studios,MicroProse Software,14.99,2018-08-14,15293
For The King II,Mostly Positive,"['Adventure, Indie, RPG, Strategy']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']",IronOak Games,Curve Games,12.49,2023-11-02,7978
Wasteland 3,Very Positive,"['RPG, Strategy']","['Single-player', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet']",inXile Entertainment,inXile Entertainment,5.69,2020-08-28,14627
The Isle,Very Positive,"['Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access']","['MMO', 'Online PvP', 'Valve Anti-Cheat enabled']",Afterthought LLC,Afterthought LLC,19.99,2015-12-02,69356
LIGHTNING RETURNS™: FINAL FANTASY® XIII,Mostly Positive,['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Square Enix,Square Enix,6.39,2015-12-10,3493
Old School RuneScape,Very Positive,"['Adventure, Massively Multiplayer, RPG, Free to Play']","['MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",Jagex Ltd,Jagex Ltd,0.0,2013-02-22,14933
WARNO,Very Positive,"['Action, Indie, Simulation, Strategy, Early Access']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Cloud']",Eugen Systems,Eugen Systems,39.99,2022-01-20,6723
The Exit 8,Very Positive,"['Adventure, Indie, Simulation']",['Single-player'],KOTAKE CREATE,KOTAKE CREATE,2.49,2023-11-29,4375
Stronghold: Definitive Edition,Very Positive,"['Simulation, Strategy']","['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",FireFly Studios,FireFly Studios,7.99,2023-11-07,5735
Age of Empires III: Definitive Edition,Very Positive,"['Free to Play, Strategy']","['Single-player', 'Online PvP', 'LAN PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",World's Edge,Xbox Game Studios,0.0,2020-10-15,40194
Muse Dash,Very Positive,"['Action, Casual, Indie']","['Single-player', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",peropero,hasuhasu,2.99,2019-06-20,92595
暖雪 Warm Snow,Very Positive,"['Action, Adventure, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Cloud']",BadMudStudio,bilibili,6.39,2022-01-19,30647
Grim Dawn,Very Positive,"['Action, Adventure, Indie, RPG']","['Single-player', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV']",Crate Entertainment,Crate Entertainment,12.49,2016-02-25,75791
Crusader Kings II,Very Positive,"['Free to Play, RPG, Simulation, Strategy']","['Single-player', 'Steam Trading Cards']",Paradox Development Studio,Paradox Interactive,0.0,2012-02-14,70711
Shieldwall,Very Positive,"['Action, Casual, Indie, Simulation, Strategy']","['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Cloud']",Nezon Production,Nezon Production,5.99,2023-04-18,5293
Realm of the Mad God Exalt,Very Positive,"['Action, Free to Play, Indie, Massively Multiplayer, RPG']","['MMO', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Stats']",Wild Shadow Studios,Deca Games,0.0,2012-02-20,44990
Wandering Sword,Very Positive,"['Adventure, Indie, RPG, Strategy']","['Single-player', 'Steam Cloud']",The Swordman Studio,Spiral Up Games,24.99,2023-09-15,12090
STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,Very Positive,['RPG'],"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet']",Obsidian Entertainment,LucasArts,2.02,2005-02-08,19501
ZERO Sievert,Very Positive,"['Action, Adventure, Early Access']",['Single-player'],CABO Studio,Modern Wolf,19.99,2022-11-15,8449
Book of Yog Idle RPG,Mixed,"['RPG, Simulation, Sports, Strategy, Free to Play, Early Access']","['Single-player', 'MMO', 'In-App Purchases']",元气工作室,元气工作室,0.0,2022-07-30,6093
Doors: Paradox,Very Positive,"['Adventure, Casual, Indie']","['Single-player', 'Steam Achievements']",Big Loop Studios,Snapbreak,7.99,2022-11-04,651
Company of Heroes 3,Mixed,"['Action, Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats']",Relic Entertainment,SEGA,49.99,2023-02-23,13171
